address,tokens
injvalcons1tg30k8nf67p5q8kneema60pagnkm9cynlyy22g,4814236
injvalcons1hwmt06edw48v99tu54s4m4dt09q4kzc66ulnmp,4066504
injvalcons1vzrkqls72mmwu7f54whktq6vjttpsyzvfu0l8l,3403295
injvalcons1d3tqsnsulge3v2xgavw6d7r9jgj902t4mv9u5l,3313548
injvalcons1893nm5rlsl3pdcx26q0qhcskughcn2el3w335z,3019481
injvalcons175ctmkculqfkwzn0du09w3r56ny38p04w8fen0,2203830
injvalcons1euzqu2apctue3mzdz9qr3cu5v6yefp3w9ffhkg,2000130
injvalcons1n2kq0y8l7a85q5xmhw64a06ehuf5cspc8qs437,1604117
injvalcons1rtejpld5nf6qnvtn2uhumrenqu9hmc06sv6xuq,1575329
injvalcons1eh644nvhkvdxwe3t6zltcee7td064mqy2p2d2n,1392462
injvalcons1xl88rtvv6nwqrkre3cgr5uyhskghpqtfy3aaxf,1390114
injvalcons1w7ql594dc4lpp8mrh50znu20n5up0c22v79wz8,1339789
injvalcons123tk3uwy78hrulhe8h5wt8740fgxem5jdax0p3,1292356
injvalcons1dtqf95xqhy04mzy64gpakddxgvc8qv2ymq5uw9,1083604
injvalcons1k7zuwvyd25darv38nqdljw873tfa8ca0r6nedp,1027618
injvalcons1s7t6rq92fe8vly87dqrwrsh6v3n4w7zfswse70,1009702
injvalcons105keds2xx2rpxda2vtqw7n3u5ztvu9n9z9duxt,1001069
injvalcons1x0knjmysfhvwngwz5slmxlq57h0akm52r8ef7t,976025
injvalcons1nh7v9c6ygv7t7td9x058rm0hvh3gld6weyclq9,969840
injvalcons1l64y9vxrtqk0n6lyh4fqs2usvdkghua9drdha0,941618
injvalcons1gau93e4l0cm2mdsx953y5zcxk76wtsnwsmswhz,935458
injvalcons1wk7zq7yplyulwyk88ux76h42kq5lrxev74swkd,923341
injvalcons1v3sggjevs8587032zpn80pamwcqvl2tsjzl7dj,922304
injvalcons17wdljvtvqlj0ylhrr9glwgrc83vdp8q3q5pvas,916783
injvalcons1kcng05vqg3w4e7zwrghgtke2eth0evv6vh7u4n,853848
injvalcons1m5kf3ze83efxsuxajltm5a0w4gh7h42awccxtt,831548
injvalcons13ck8p53f97ekyja0rux0hjczt5hvezhm6c9q0h,746164
injvalcons1jdeeykx9vf5s8wjygy5vld6rn23342flka3rgj,719492
injvalcons1rwz6tl7uvk3rm7635vkuzzraefg4afkvzcsev0,669733
injvalcons1ajt4ahdfyd65c6axq3xuvpqmxht6myk0xrqard,655405
injvalcons16rq58g3h562knnruajcd4sh2jhugkf4nd7gcad,565669
injvalcons1mrdfewvpvfn4a80t8z8wzlpkp4cz6kukepxuxc,559764
injvalcons1usgjwlwd3hhj8m2megl3lmqknld3pmmm790gw0,547714
injvalcons1x7elnerzjel32r6mlx985d2lx5cmtrgj62fu7y,530971
injvalcons1uejre3lrwhlc3842t8mlewflfh34gq7mfv0m5p,529130
injvalcons1m002pepun6crws3dpcnu8lldlp5ja8yhcycag7,509034
injvalcons1y3mdxmqvncd4pfnt3nyw38t4rp8nwnwlfc7fry,503739
injvalcons1mpt6fw5hg565m87pm7g6stxms7382caxcu5um8,501060
injvalcons1ycsqvhadmyw9up40yk3m07ryfqa6rsaedgfde5,409880
injvalcons198mf05ty2wxrhhmed8er3csf0ln5t4euxaekep,409636
injvalcons16tk2f5p5tsgs004dtrtx70w34n8hvx8dyjzt7q,399832
injvalcons1qphwupu4srx0p6wr3yrzy4hkez72pdzw504ffd,387921
injvalcons1688g0wlgndehf92pd6xyfw04353h94w3cca4p3,363510
injvalcons13rsxv453m5k4gkvs24ar5u533dddj8tempxcc6,351452
injvalcons10f4fmmna3ua64qljcwsp08t5a52g0yevrkppml,343470
injvalcons1nd8ye49kdgl9q7a5j3qjj8wc8q5ye6e4qhunwf,324472
injvalcons167j3gs6atu4qgvey935g903f3tzzgh84lkyess,300237
injvalcons1anhznypm0p3qukxu8pfvdg3qjtzkpqaneemrrh,300070
injvalcons1m3jaft2mw4xkg0rnx3cde3ayfw0mfh99a06lzy,290290
injvalcons1q30tfdrvse5u3wa5uj37aghsg45zr73nfjpm82,250004
