address,tokens
0xf0d49cff005d03312934ce027e30f4a84143d5af53623b30036e7dac1510c218,2537049037675240
0x346361873c235e1a300fd67a2e8b7bd1ea3744001b2e0d1942317c4c8521f5dd,2229563202903190
0x0b3b1719eece4c1bbb074115df8886a133ea863127c77c9f0a5ed5161a4a4393,2003238765990502
0xcfb4330556f9e4d3283a944d4c1763113cee40143182e8d874437368bd1b33ba,1983809704563058
0x0ab4a80ccc772691cb03e3ee8d22b5c13acc92472dd4a19987c1aade2691404a,1898279027066976
0x9bfd93ebaa1efd65515642942a607eeca53a0188c04c21ced646d2f0b9f551e8,1864289037464626
0x30e2f4236a88d2201b9bc27365d8516ab9cb3b53d82cee8c76369a3a01cef6ec,1684232468464219
0x2738d91e160d9be37cd9689177546b567e28a3644b702388fd2c2be9c97682de,1500044118652105
0x8dd8b23892be142c2ec4b7e1427584c97403e570cde4e6d9a81d2b220c884af5,1500043604048820
0x2367d4d22503e28e48c44e38237961f37896f6868c96dc7800203d261a45e5b4,1422995610442451
0xa651c7c52d64a2014379902bbc92439d196499bcc36d94ff0395aa45837c66db,1421425200608388
0x52561f4a14bc0cc48b0e13ce66d1f48dd9a8425ce3dc92046ebbef644dd8fe83,1420380680607806
0x0324df1e27c4129a58d73851ae0e9366064dc666a73e747051e203694a4cb257,1403534862613640
0x9c721c79ee082aafcdd99b1a71a833accdc48dba1a9a1bc5b5f8cc47ff7d49c0,1287603701975019
0x0d7b10a9ddee853b3585dd1efd4902ab3ad4f482b94425a3780cc39e79e6d398,1272638536864956
0xdb5247f859ce63dbe8940cf8773be722a60dcc594a8be9aca4b76abceb251b8e,1255924373194819
0xc32f662cd9718f02d8a8e5628f8f642fa27cd9b5f457b406ed734901a4939e34,1187310383376318
0xf1f6f780321e7259d0feeef98745da7f766eace664c43325779302b2724c8692,1121544426776937
0x3edbf3e6444054c2a5a391221c9023882d0b2478576c445923a39b3bd0cde0a3,1100062454251373
0x3eaf3ebc49555c705c34ec1ffe77404bdb7383b388476c36538b92b7b1b806c9,1068106355998915
0xf923e8203e8d534c7357e0761179a76d6593e21c53d5f8120044c7d2cc650679,1030028285136800
0x880cb2b03f4158dc927fe6058c5b968636932d49fa1d2896a86bd849456455c7,1029357518549188
0xd89481a2f4ff5598f8a6e83e67f21dba6a0df56a1bc35b9c67a2de6dce166b30,1025582123360014
0x2784eb9f3b368be1db73256336014a01c02b1b06ab01df7387bb8945ca73045e,1015151418028104
0xb43fe1ef756cae4fefea16dad049fb0760b7d8593ace12527e302520d934d0d7,1015138828539941
0x33f0c333f6fcb9d1ef54d54093f0482b31bb0bdcd34bfa446e7416ff930453c0,1010092333886944
0x6d00d52f94579e51308ae83841b5133e3a7e93b51fcd8cf338d766e3f0331026,1003403784137058
0x3d51eeb71188cc7ccf5f6f288a3a51a9a763222883cf392296b3d5ec3f2017ea,1003359398523708
0x2ded75e99c6efbe143a9648a3e88ebf9d0cf249b2af44d510bdd0287e8adcc79,980290137758334
0x8bf2201bf4cec31f736aacc0f44f29c014ecd8562975aecce19271ca179e8db5,980027730087591
0x4534b92f2f9c66d58b6acd7f39211f4c1a1c96b0cea3189c2dcb692440723020,971867243123795
0x61b64e39286bf11cd642f03417ab725f15a09dcbf8be23b752851c3c33e74d7b,927823850907639
0xda418307cff595ced2af5eb471ec11b1ad6a4907ef57d6e2eeb253bdd5bd9d0d,855564452492887
0xa4a00989d8ecc6d116b2283503f58de94d7fc33fff9e28010868abeb70d7d051,851512477199910
0x15d241369552ece871a16d865a4e9b96f5e6e6f8c7db5478e89af17845969c02,850913950671315
0x550fe3956e44112599b8410404e0977e74cc5bcb59a11b0706da734cd0f9beb2,850130732286739
0x0a6eb54c274da96778a6702740a763f6aa7b02eef3d1efc2623d28289d185118,846852474938626
0xb3254509d1cd652d6e1ca06fd37f3d20aaa42f7faeaf297577b85cf92d2f7462,846672496646149
0x81d41a31fb5d3f827d188511e6fca1ddbed6cfa0ffbd46fa6d84a7adfe59f356,846661499207625
0x06099edbe54f242bad50020dfd67646b1e46282999483e7064e70f02f7ea3c15,813498922955381
0xef191e643c2ed2d103de4109a506e020f5dde818cbc1ffe5e4ee36328cd22e9b,799981833161740
0xb4a4f1ef8b0702d85547dc444571a473f736e1205a86db36dad13815ad9bbbf6,799918247554102
0xe2789cdac410113f017fa684bf08fbacd0877612d84464ae6e8474b56e5f21da,794140136373995
0x7425cde20dc18a8e5e169614c47c0e4435fd1b6c475efdefbdbbb73785d331e3,740963985892822
0x29f3f84adbd1eba85bbbec33814924fddcdc9f51921d9cade0dd3b3fdf9170cd,738831010094550
0x30952a7b88b02028e7c6c7209722cc047acaef85d3d303f375d8ea89fc6ba0c6,738287320376252
0x52b0fd0daaf4f24ddf389768bf24be0a291aabbbdae4ec7b46bc7ed7df41cbe9,737887309474785
0x06be5d9afa759b48140a69c737e9b066270146c7065455d04c2c76842c3e23d4,737593116322472
0x4cc22e5d2e84794c3c672b0b34145898ee971a4ff042eabae23627547f6dac80,722434366824662
0x34a4233d71981aa2b2441fdc97d55c62c75b1ec5f29c74058d6c922089984d86,678958765320199
0xe888a0adfb4ca871bfe6aada8511f5326e877a8ce66a9980ef089eb2218d740c,668787321263492
0xbb410047e29f9cc9bd1e5b66f2b4d2f3a8cad579e45b609e357dcdc536b05ade,662012913562939
0x216d47203603af013a54581844d734906a92242cf25c1d6a8f937666a9919840,624875450558305
0x91df39d4ae2fac731d02ade7848f332ce701e1a598d773e1be1f6382d3959150,623825403892661
0xc84eb99fa08a8dbae9cf8be48b312a946c7cb5f4d109c59b49aa3d446180034e,607044881897770
0x41484099cd0ab3821ddd330a0cb742cafd6a1621ec1b993f65a8c6c5108a114d,542831588384873
0xed84b96729eeaca42cdd0b84c3df69f76c4378a0406595a958cf515cdb024b20,532723753548532
0xa65b244c7c9d86c652e502f811106d99827694adf8bea16d44b1522b81afe1d6,526634343298467
0xa57ed536dea7ae3250790ab12fbb6ca6ae669bf4eac5a12446b8769e534082f8,512068626507740
0x0998afcba25003201aaa99ac9b8c209d90fc5bb6639f6f1638465d26e96ed7b0,509864452247636
0x39b844cb561d2a04c800164465e2eb2c2ea520499d718c35492244346da07b5f,509495332306650
0x2fd1e866773ea3670cbef6dc6e952ba6fa13130a69fabc98ad234bd834c3bcaf,500074200887590
0x4b187c13fa53cd3ee9a964641bf53eabd89c5e7378ea2266cfab186f066c1815,495266442842848
0x890c86c19974b98594a4e5cd7b0b3a69af1b30afc78853a0c11e882801497320,465055912279392
0xff90c2afcd5c09b7414e4629d17899bcd763f8673c400a6d983fe15b98cb65d2,441201751688058
0x312c22e7500a4037df87db35718959deeb937c734fb2169b95d720a09b5e74f5,421777020714168
0xc807d24a6ac70599cc9b72c649eb6b00c34a0e9c704447c44d75fade07213a26,420454056872121
0x6183c471802b5ec52af163d4da0ae983a56908491a212985ae0bc0f204080498,413860923231401
0xfc90c3e74dfb562827ef85dea5669beeca7717faee0c3ba520c3ab08f9b53135,412617096770270
0x209154f6e735562ff13b963b91588039a162fa95f409c068f917f27b762dfff8,402698567174547
0x0ec70d5edf8061420c10da21d416a3bca49e3352620ddd1e651086b5647f3529,400962596393481
0xf05d2fe6618a3cb4258e94f2da24c1ee71ae4e7942b4f8b5836ad5267e59568f,387516069160176
0xb87476d8877cfc324a520cef4d0cd6e42e26ec3ce613a8127220e2e444561e16,385999569976909
0x649127a4d1b26b4cf936f7b795917dbcb571c59c2926ae473fe4d9df3575790e,382709069129244
0x8be2ba62bfd783e5fbff57a07acf2a9a95f4d234b3729fbfda9c63f3f42fb78f,375034139913209
0x9a41af5c002f91dc29cb2843ab823e3d6cdaa6cc86e6331646a4f1328609a744,373372016985839
0x3d654d35d558d6381fe6a0484d81c4fed128cd8adc1ca7a1482c297da80ee039,372505148230253
0xa286a9187c86b4a3cef60478e5c61bb45757b795a8e6577ebbf0fa990db574cc,359219118978099
0x6c8a3474cb49202515d121fea0f3217d303e41f6bdc43e615f1cd90855118089,353374429357171
0x1c6a051d9a5ec4cf4200bab21a794d3afe8259d625f6b78aa4d01ab4652327d5,353075985605252
0xbea2323e776d126d319e7f15bf41f624b8cfd19c0484e3b60e6d8ecf1810dd16,334436539858348
0xce8294a77912a6802adf093ba15a4f09d2d3c85400d161a0022499de4e2aeb92,332944650049473
0x50b27eee627c0648ff4867894e264d67de2049ee9a8b92040cb35020b74afa39,330406602986997
0xff39ddd0944f2fd4db88cd9e0730990b7bce674c3710584719da2263cba36cdc,327919281292415
0x7acdf689a17fed9692e97d15d444d769ba26ca4f95b014736e446724de8fd0c1,325117461159701
0xa793321c88361b3ed2418ef8490a59558e71b8434c2ad73e0c2f22ad06ad3e1f,311194548160736
0x0a4ad1559ee0fa096ea3b54b64d5ab73a65a34c533be21a5e7f275c77cbdd94d,304692591832941
0x877d09996086effe241b1a740d46675754c17f8620ee9be42c5c7e322ce1598c,288954416757650
0x4a693f759250c03d4a743ab52b41a3b7bdea8bff58abc568be569af56d82098e,279360427214146
0xaca44df45038a367255d03a3f6bc6af018c73892924b52e3f4a1dd8757094b1d,277164676042351
0xf747e3a6282cc0dee1c89239c529b039c64fe48e88b50e5cedd40e9c094800bb,277013090184726
0x0eb87b07f24f6111b5ab41ef30700ad9da780454bdf257722a100e897076a67f,262890581352285
0xddf23883328d39d8cbb4fad97f0e4bd45827ea999b66aa2a1cffa76615b9ef01,260270683229121
0xee36c1068076b199cf537bf652b1e586216a7dfb7c3447ff40333c971717eee6,245766026129509
0xff3e9c10dd3781a1e0750a75ae9e5b04133cd7e8ca18b9936ffcf3b2a2538a49,239293677235161
0x4c7c21084620f9e55f50f292d1803e5fbcf55c6d850b24b5e64efef08d2aa428,230402005975844
0x63b0a7343c481fe176603e4e30cc5acc521c75d4310ce1b7b657c8168df66c66,229924403902830
0x66fcc9a1275170c140988e8fdc5104fef09568bdd07930f44a290bf55a5550ee,227985928677357
0x384e89330e07edf394565fcf48e63da5a378dc22a6f69ed8b2300c15223e06db,225556466284915
0xaa8b1ffbb47ed279cb04c2b6e2eece9453b453017f14c93db6b72371a31f4507,223987518213223
0xe5452230b8d5f4a664e33b8ad95354e50da64caaf003f11c0158391e96a4db2c,223341692548128
0x79e2670b72361dcbf6f48ac2638993ab67dd75feaa080b34760c917b1310880e,223340027488361
0x05dece2ed08c68f8730527e9b3ebb3536efc3361f4ef37ba0b16a3310db836af,223069242631997
0x001232f58b963938486a11f88c1c36d61d82738b1828625a95a1e85b4c8d1282,218571343696980
0x1af6830eed3ca4a078110b36b81ec8aa73224c6d0c4c33911089ef6d576645e8,213545114748699
0xaa22e8f642839d2d961941c44bf65eca496a7cf7e322edcfa19aac4d21a41d96,210121806613169
0x8247541c5b75a9c3003292f748f0efe519aac82bad3025d248bedb45b4b55b73,209782780505238
0x20ae7e67009dbc40e5a0c68e99c4287e2764fe22d135bcd318100de1b7950c28,204967457819865
0x7ec963a7f9a4ee5d87e9431f5646162626c35774c799f4181d574f0ba938bf38,202946915503043
0x2537e9d461d311dc6f1dee690f093b4e353f472abc2493c64275a3d5572532cc,200654472356317
0x6e60dd385a87a14d80741ad3070e3ff0ae064e3884e75ee918593126762650cd,193601443238665
0x32ad233a939bfbafb8d9056c0ae2eba58828d8baf5582277578ced38477f0f14,193403522268656
0x2c73a85b9e98e3c009b79efc19b1c63dc3a3c752a3445623363bb6bd3eee43b5,173561303159178
0x180c86aa5da47ec3393c329b65d82c9f50f53f3faac0f9807d8d3a6ff8ef85ac,168552862971137
0x371dfdee9fbecaa358683936c5946aa28393067fa60e1e185c4250da461e15cf,168227741463621
0x7ba7dd0aff5acdc056a2f1f7f1fb24bf1e7d3d6909c33d45f8c2333b13bd2f80,160276384520239
0xf16cdebe221b819504c96014b81b0903fd345c3c066415a30ec75148358426dc,159050457108481
0xbcfe20d6df15fe888dd7c5a15cb32e5396cd358adc02d07c51cc08f3785b79b6,147849696488792
0xc448e3f4175eba677870bf0a5a438fd0b2bf3155f9cd61201ad397bfcd75ee4e,135807069407468
0x212c3a1056ca8656a5d43e1e8c1072e9eba5b4df8836b476a61389156cbbaf8d,128743245626063
0x35b922386bd35db0f33c732a70d7b6a2e91e463812c8d710f925f6da0e0ace07,123998652176985
0x191076a71acffafe737f5c1ce0fe4b7fa48569b437ba795a5482860925f89133,122017426180554
0x6a554d6034b0598aa430dd244404a9bc56b4f098f9452dc224d845ad92acc1fb,121205263539010
0xfb3ee465d61150b98d39d194858d45e29ac08a186f12edb52434f7e50b2dc9be,120985491231139
0x6afc3696f31270c75e8edc3d675a8a19c6426ef1ba103d3a1c35c4b471c1600b,120617690661421
0x789995564f6e9fecb3c3f46922c6d97d1035a921584335320fbf1889d3843f90,120593901479770
0x642150088ccc5e5379f44776517910907630411752328d63e1d2ceaed3ec60fc,120569107910070
0x483cbabd86632a7d58ea6d871836b4b544a05b769b334528d78176fd60c923a6,120562758546683
0x4543d9dab33e9262d31150e9395a54e36a45d745e994cfabea587879de13673b,120536540388392
0x67385b3d4842b3bc864e80e3ecfe4ac47239eeb1f70fde4defe825b6661e5525,120498069104371
0xf4a6e0753687faaff17d32f72900094019fe7d2d35e45b94b87d113faec0d9e9,120470745953571
0x58540db656173dd336a984c684a65a5e109e7cb5306c12cd934fd9d971258d9b,120451584283599
0xeb5d1dfba88204036132b2bf4f4600f20822738e01985401ba45e75c464d1965,116097128992948
0x6fdb6516f550ceada7d1fb687b52e4d334c0805a856f17c85f1eb852cbe66ffb,113794460796893
0x2a4f9ee6b2c4376e72f866f7da841340dbe0945b9b58190a6447b2f537b5225b,107496583176243
0xded0220633df25f00d4d25a13be131ec5d1a08e93713b0fdf433dc2074dd7872,106763023274316
0x7ab6a74d31778b26a8344605d50f5541bcee06c4da509c33dd51124a6113d513,106562730776636
0x43f33e00198e348de6b18d0d60dc09e5a74c1cc717ab1ca4d6026ab6b4fa6524,106309678596918
0x3c4d9be0f74cd198b88eeb087632951465045004ec67cefe6f4f170382a20a46,2368266398658
